platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
Facebook,POST00107,video,2024-01-05 11:00:00,48,12,8,2,4,33,9455,12323,10989,45194,55+,Germany,mobile,Brand Awareness,393.01,False,Gas truth window important call sell try.,"#hand, #cultural",False,4.5,68,0.005518136817333441,0.002677919337823582,0.0
Instagram,POST00108,image,2024-01-05 12:00:00,51,10,5,5,3,15,4868,10111,8168,27345,25-34,UK,tablet,Summer Sale,74.5,True,True bar method station owner.,"#personal, #yourself",True,74.2,66,0.006527544258728118,0.0014835327860745723,0.06666666666666667
LinkedIn,POST00109,reel,2024-01-05 13:00:00,54,12,11,5,2,21,3517,12225,10756,56221,35-44,UK,mobile,Summer Sale,263.67,False,Note theory old cover well.,"#resource, #forget",False,170.1,77,0.0062985685071574645,0.0017177914110429449,0.0
Facebook,POST00110,image,2024-01-05 14:00:00,50,10,9,1,7,15,3388,5538,7742,13520,55+,Germany,desktop,Brand Awareness,103.81,False,Make thousand good quality kitchen help Mr represent.,"#must, #condition",True,148.2,69,0.012459371614301192,0.0027085590465872156,0.06666666666666667
LinkedIn,POST00111,text,2024-01-05 15:00:00,59,17,5,1,3,18,3666,14872,16153,74838,25-34,US,tablet,Holiday Promo,244.64,True,Whatever series enjoy party job senior you.,"#computer, #simple",False,167.4,81,0.005446476600322754,0.0012103281334050564,0.0
Facebook,POST00112,reel,2024-01-05 16:00:00,51,7,4,1,2,16,9966,8430,9212,11725,35-44,India,tablet,Summer Sale,127.37,False,Cup culture woman.,"#my, #cold",True,20.0,62,0.007354685646500593,0.0018979833926453143,0.0625
Instagram,POST00113,video,2024-01-05 17:00:00,52,9,3,5,6,19,5622,17009,3027,34493,55+,Germany,mobile,Summer Sale,175.56,False,Her place able base relate Mr.,"#guess, #moment",True,66.7,64,0.003762713857369628,0.0011170556764066083,0.05263157894736842
LinkedIn,POST00114,reel,2024-01-05 18:00:00,46,10,12,3,6,21,5526,4082,17369,85967,18-24,Nigeria,desktop,Summer Sale,401.22,False,Goal debate goal final production end.,"#grow, #best",True,99.9,68,0.016658500734933857,0.00514453699167075,0.047619047619047616
Facebook,POST00115,image,2024-01-05 19:00:00,54,12,5,4,6,21,6526,12092,3075,63519,35-44,India,desktop,New Product Launch,18.56,False,And see lead ground.,"#soldier, #marriage",False,129.6,71,0.005871650678134304,0.0017366854118425405,0.0
Twitter,POST00116,image,2024-01-05 20:00:00,48,5,12,1,4,20,2297,10512,4482,93481,55+,US,desktop,New Product Launch,462.15,True,Player question hundred try probably.,"#would, #plan",False,70.6,65,0.006183409436834094,0.001902587519025875,0.0
Instagram,POST00117,reel,2024-01-05 21:00:00,43,7,4,3,4,12,3137,11051,6885,7024,25-34,US,mobile,Summer Sale,159.69,False,Anyone soon defense high student.,"#much, #customer",True,57.4,54,0.004886435616686273,0.0010858745814858383,0.08333333333333333
Facebook,POST00118,video,2024-01-05 22:00:00,48,8,5,4,4,24,8054,4496,5751,92485,18-24,US,desktop,New Product Launch,298.02,False,Campaign believe test dog finally scene nearly.,"#win, #his",False,54.9,61,0.013567615658362989,0.005338078291814947,0.0
Twitter,POST00119,video,2024-01-05 23:00:00,57,6,3,0,1,20,5130,5340,11277,35788,25-34,India,desktop,New Product Launch,110.88,False,Serve whatever health career world tonight.,"#significant, #management",True,142.1,66,0.012359550561797753,0.003745318352059925,0.05
Facebook,POST00120,video,2024-01-06 00:00:00,49,6,3,4,6,14,3434,13197,10181,50021,45-54,Germany,desktop,Holiday Promo,179.37,True,World office pass major center start.,"#thousand, #ready",False,68.7,58,0.004394938243540199,0.0010608471622338411,0.0
Twitter,POST00121,image,2024-01-06 01:00:00,53,15,5,3,5,24,6121,2718,5616,34426,45-54,UK,desktop,Brand Awareness,229.83,True,Serve different prevent avoid always red.,"#to, #great",False,2.9,73,0.026857983811626195,0.008830022075055188,0.0
Instagram,POST00122,reel,2024-01-06 02:00:00,44,10,3,4,7,10,7916,8461,6530,64038,55+,Germany,tablet,Brand Awareness,344.37,True,From better rest.,"#almost, #call",False,138.6,57,0.006736792341330812,0.0011818933932159319,0.0
LinkedIn,POST00123,text,2024-01-06 03:00:00,55,11,8,3,2,12,3061,15036,10717,82595,35-44,Germany,mobile,Holiday Promo,436.55,True,Even my represent employee around expect.,"#tree, #development",True,29.0,74,0.004921521681298217,0.0007980845969672786,0.08333333333333333
Twitter,POST00124,image,2024-01-06 04:00:00,58,9,6,1,2,23,3881,19469,5273,74138,35-44,India,desktop,Summer Sale,433.06,True,Sound debate just just tonight.,"#ever, #sound",False,113.1,73,0.0037495505675689557,0.0011813652473162462,0.0
Facebook,POST00125,video,2024-01-06 05:00:00,46,13,4,2,7,24,6560,8243,14202,47408,55+,Nigeria,tablet,Brand Awareness,168.5,True,Air result free write quality.,"#activity, #case",True,5.3,63,0.007642848477496057,0.0029115613247604026,0.041666666666666664
Instagram,POST00126,reel,2024-01-06 06:00:00,49,5,2,3,4,23,344,18609,10059,56695,55+,India,tablet,Summer Sale,44.36,False,Writer my per heart girl difficult himself space.,"#think, #stop",False,69.7,56,0.003009296576925144,0.0012359610940942554,0.0
Twitter,POST00127,video,2024-01-06 07:00:00,49,13,8,1,3,21,8633,5093,16869,92609,18-24,Nigeria,tablet,Summer Sale,462.51,False,Night probably best little.,"#red, #face",True,82.1,70,0.013744354997054781,0.004123306499116434,0.047619047619047616
Facebook,POST00128,text,2024-01-06 08:00:00,48,11,7,2,5,21,8300,17145,17259,77621,25-34,India,desktop,Holiday Promo,15.35,True,Across vote detail spring structure.,"#collection, #example",True,175.2,66,0.003849518810148731,0.0012248468941382328,0.047619047619047616
Facebook,POST00129,video,2024-01-06 09:00:00,61,9,3,4,6,23,4674,18668,4728,86150,25-34,Nigeria,desktop,Brand Awareness,440.53,True,Resource thank development great of keep deep near.,"#else, #expect",True,15.9,73,0.003910434968930791,0.0012320548532247697,0.043478260869565216
Facebook,POST00130,video,2024-01-06 10:00:00,37,10,3,5,2,22,2169,13105,11434,32061,45-54,UK,tablet,Holiday Promo,12.91,False,Adult international line important six former sort senior.,"#since, #collection",True,135.3,50,0.0038153376573826785,0.0016787485692483786,0.045454545454545456
Twitter,POST00131,text,2024-01-06 11:00:00,48,6,8,3,1,19,376,12341,4628,25992,45-54,UK,tablet,Brand Awareness,488.31,True,Majority eat area might likely.,"#even, #theory",True,173.7,62,0.005023904059638603,0.001539583502147314,0.05263157894736842
Twitter,POST00132,reel,2024-01-06 12:00:00,71,15,5,1,2,15,7174,13326,3212,45583,55+,US,tablet,Holiday Promo,5.57,False,World culture president behind trip.,"#put, #best",True,49.8,91,0.006828755815698634,0.0011256190904997748,0.06666666666666667
Twitter,POST00133,image,2024-01-06 13:00:00,53,14,6,5,2,12,5120,7441,10483,86118,35-44,US,tablet,Brand Awareness,8.5,True,Economic today outside employee.,"#establish, #myself",True,40.6,73,0.009810509340142454,0.0016126864668727322,0.08333333333333333
LinkedIn,POST00134,reel,2024-01-06 14:00:00,47,11,9,4,8,16,3256,11845,11771,23238,35-44,Nigeria,desktop,Summer Sale,254.36,False,But respond put president wrong type all.,"#human, #long",False,171.4,67,0.0056563951034191646,0.001350780920219502,0.0
Twitter,POST00135,text,2024-01-06 15:00:00,51,10,4,5,4,16,3232,1109,11426,23354,18-24,Germany,tablet,Summer Sale,333.38,False,Level scientist prepare may identify.,"#site, #him",True,88.1,65,0.058611361587015326,0.014427412082957619,0.0625
Twitter,POST00136,video,2024-01-06 16:00:00,44,10,5,3,4,17,4619,19656,12882,17773,45-54,US,tablet,Holiday Promo,176.39,False,Of perhaps information in miss subject.,"#somebody, #drop",False,148.1,59,0.0030016280016280017,0.0008648758648758649,0.0
Twitter,POST00137,reel,2024-01-06 17:00:00,47,6,6,4,6,19,6223,13364,5208,23957,18-24,India,desktop,New Product Launch,302.95,True,Claim performance add technology.,"#water, #if",True,143.0,59,0.00441484585453457,0.0014217300209518108,0.05263157894736842
LinkedIn,POST00138,image,2024-01-06 18:00:00,47,6,7,3,4,19,4766,16034,6335,69391,25-34,UK,mobile,Summer Sale,422.93,False,Light former them.,"#true, #moment",True,58.7,60,0.003742048147686167,0.001184981913433953,0.05263157894736842
Twitter,POST00139,text,2024-01-06 19:00:00,55,20,3,2,5,17,9146,9054,1214,24294,55+,US,mobile,Brand Awareness,397.79,False,Explain whether relationship center subject fall.,"#decade, #find",True,33.7,78,0.008614976805831677,0.0018776231499889552,0.058823529411764705
Facebook,POST00140,reel,2024-01-06 20:00:00,54,8,4,1,4,16,868,12949,10742,86162,35-44,US,desktop,Summer Sale,442.04,False,Human husband political so.,"#cost, #prevent",False,126.5,66,0.005096918680979226,0.0012356166499343578,0.0
Twitter,POST00141,image,2024-01-06 21:00:00,44,11,4,2,6,21,9814,4002,1158,26453,45-54,US,tablet,Brand Awareness,79.58,True,Yeah wonder trouble white parent choice.,"#sort, #fall",False,90.2,59,0.01474262868565717,0.005247376311844078,0.0
Facebook,POST00142,text,2024-01-06 22:00:00,50,7,1,2,4,24,3343,14952,17403,69553,45-54,India,desktop,Brand Awareness,112.32,False,Class hand next.,"#research, #seek",True,88.3,58,0.003879079721776351,0.0016051364365971107,0.041666666666666664
Facebook,POST00143,image,2024-01-06 23:00:00,57,16,5,2,3,20,6301,10232,16830,12760,55+,India,desktop,Holiday Promo,293.86,False,Mind term feeling remain.,"#former, #herself",False,98.3,78,0.007623143080531665,0.001954652071931196,0.0
Facebook,POST00144,text,2024-01-07 00:00:00,51,12,4,5,5,21,8172,8554,13922,58867,55+,US,desktop,Summer Sale,361.83,False,Beautiful road use single.,"#others, #put",True,4.6,67,0.007832592938975917,0.0024549918166939444,0.047619047619047616
LinkedIn,POST00145,video,2024-01-07 01:00:00,56,9,1,4,3,14,6012,10263,7206,80193,45-54,Germany,tablet,Holiday Promo,53.68,True,Natural use consider term sister despite available.,"#identify, #here",True,0.9,66,0.006430868167202572,0.0013641235506187276,0.07142857142857142
LinkedIn,POST00146,reel,2024-01-07 02:00:00,56,7,3,3,4,13,508,5233,3746,3819,45-54,Germany,desktop,Brand Awareness,87.82,True,Stage add grow ready.,"#item, #list",True,56.5,66,0.01261226829734378,0.0024842346646283204,0.07692307692307693
LinkedIn,POST00147,image,2024-01-07 03:00:00,57,11,7,3,1,21,4681,17129,6076,2138,35-44,India,desktop,Holiday Promo,461.47,True,International whatever difference while record lose suddenly.,"#piece, #also",False,58.3,75,0.004378539319283087,0.0012259910093992644,0.0
Twitter,POST00148,text,2024-01-07 04:00:00,41,8,0,2,5,14,4202,19795,9449,28450,35-44,India,tablet,Summer Sale,12.92,True,Certain large store rule road actually commercial mission.,"#old, #fire",True,129.4,49,0.0024753725688305126,0.0007072493053801465,0.07142857142857142
Facebook,POST00149,image,2024-01-07 05:00:00,52,6,9,2,2,13,8721,18172,8456,25624,55+,UK,tablet,Holiday Promo,200.9,False,Continue turn professor officer effect local well.,"#any, #court",True,58.6,67,0.0036869909751265683,0.0007153863086066475,0.07692307692307693
LinkedIn,POST00150,image,2024-01-07 06:00:00,42,11,5,3,2,19,9651,17804,11367,84716,25-34,Germany,mobile,Brand Awareness,105.43,False,Popular rather third two.,"#benefit, #attack",True,64.7,58,0.003257694900022467,0.0010671759155246013,0.05263157894736842
LinkedIn,POST00151,reel,2024-01-07 07:00:00,60,15,4,0,4,16,2777,9584,5293,34148,25-34,US,mobile,Summer Sale,387.16,True,Nothing she wait firm.,"#want, #artist",False,98.9,79,0.008242904841402337,0.001669449081803005,0.0
Twitter,POST00152,video,2024-01-07 08:00:00,61,8,0,2,2,19,4128,1628,10589,95615,55+,Nigeria,tablet,Holiday Promo,431.79,True,Cost several respond ago.,"#soldier, #make",False,106.5,69,0.04238329238329238,0.01167076167076167,0.0
LinkedIn,POST00153,image,2024-01-07 09:00:00,52,10,6,3,3,16,8020,15104,3355,54094,55+,UK,desktop,New Product Launch,123.5,False,Thus per ready right different purpose.,"#economic, #by",True,60.0,68,0.004502118644067797,0.001059322033898305,0.0625
Twitter,POST00154,text,2024-01-07 10:00:00,60,12,6,4,1,13,5661,16944,8558,52106,18-24,UK,mobile,Summer Sale,294.94,False,Authority tell eight quickly discover well.,"#current, #walk",False,100.5,78,0.004603399433427762,0.000767233238904627,0.0
Instagram,POST00155,text,2024-01-07 11:00:00,53,8,2,4,4,22,8228,12218,14527,72812,25-34,US,tablet,Brand Awareness,421.6,True,Commercial report tough prove myself few quality.,"#little, #sea",False,111.2,63,0.005156326731052545,0.0018006220330659681,0.0
LinkedIn,POST00156,video,2024-01-07 12:00:00,49,9,3,1,5,15,5627,14682,9516,41708,45-54,US,mobile,Holiday Promo,299.25,True,Day science by who off dark.,"#strategy, #present",False,47.0,61,0.00415474730963084,0.001021659174499387,0.0
Instagram,POST00157,text,2024-01-07 13:00:00,45,13,5,1,4,14,1748,4394,2480,10415,18-24,India,mobile,Brand Awareness,300.35,False,Girl eat economy chair page let movement.,"#purpose, #consider",False,42.4,63,0.014337733272644515,0.0031861629494765588,0.0
Twitter,POST00158,video,2024-01-07 14:00:00,46,7,7,3,4,19,7912,6229,6825,71901,18-24,Germany,tablet,Holiday Promo,206.43,False,Line tax provide.,"#woman, #visit",False,160.3,60,0.009632364745545031,0.00305024883608926,0.0
Facebook,POST00159,text,2024-01-07 15:00:00,43,10,5,2,4,16,6150,2171,15570,68776,55+,India,desktop,Holiday Promo,326.51,False,Continue quickly challenge look.,"#mother, #imagine",False,116.5,58,0.026715799170888992,0.007369875633348687,0.0
LinkedIn,POST00160,reel,2024-01-07 16:00:00,61,6,5,3,5,22,2009,9645,10114,46574,35-44,Germany,mobile,Summer Sale,480.17,False,Employee health professor free modern.,"#when, #woman",False,56.0,72,0.007465007776049767,0.0022809745982374286,0.0
Twitter,POST00161,image,2024-01-07 17:00:00,43,9,6,7,4,24,8749,13331,5418,58358,18-24,Germany,mobile,Holiday Promo,149.81,False,Nothing nature indicate mouth.,"#accept, #growth",True,99.1,58,0.004350761383242067,0.0018003150551346486,0.041666666666666664
Facebook,POST00162,reel,2024-01-07 18:00:00,54,13,3,3,3,18,7233,18794,16751,87172,55+,Nigeria,tablet,Brand Awareness,100.3,False,Herself include month when around relationship hotel next.,"#in, #place",True,127.3,70,0.0037245929551984677,0.0009577524741938917,0.05555555555555555
Facebook,POST00163,image,2024-01-07 19:00:00,57,13,5,0,1,17,2043,3834,4492,43609,18-24,UK,tablet,New Product Launch,479.07,True,Number kid memory rock everything voice Congress.,"#sense, #instead",True,4.1,75,0.019561815336463225,0.004434011476264998,0.058823529411764705
Instagram,POST00164,image,2024-01-07 20:00:00,57,12,4,2,3,18,6368,9479,3145,90601,35-44,Nigeria,desktop,Holiday Promo,30.09,False,Loss candidate professional whether happy as make.,"#truth, #message",True,165.6,73,0.007701234307416394,0.0018989344867602067,0.05555555555555555
Twitter,POST00165,image,2024-01-07 21:00:00,54,8,3,6,5,15,2990,3377,11308,36513,55+,US,mobile,Summer Sale,419.95,False,Day write along ago attorney finally policy.,"#yes, #player",True,129.1,65,0.01924785312407462,0.004441812259401836,0.06666666666666667
Facebook,POST00166,reel,2024-01-07 22:00:00,64,10,7,4,7,20,8100,16520,9084,10542,35-44,Nigeria,desktop,New Product Launch,454.9,False,Fine approach today road also scientist cover window.,"#wind, #less",False,70.6,81,0.004903147699757869,0.0012106537530266344,0.0
LinkedIn,POST00167,image,2024-01-07 23:00:00,46,7,4,1,4,20,7951,5049,13423,6897,35-44,Nigeria,tablet,New Product Launch,109.71,True,Man democratic develop thought method.,"#these, #ready",True,167.8,57,0.0112893642305407,0.003961180431768667,0.05
LinkedIn,POST00168,reel,2024-01-08 00:00:00,43,13,7,1,0,24,9499,3958,17269,31168,45-54,UK,tablet,Summer Sale,212.85,True,Win church lot under by.,"#little, #sister",True,10.1,63,0.01591712986356746,0.00606366851945427,0.041666666666666664
Instagram,POST00169,video,2024-01-08 01:00:00,44,11,6,1,5,9,3703,5784,10848,96833,35-44,Nigeria,desktop,New Product Launch,61.51,True,Until of hospital stock as theory.,"#air, #country",True,135.8,61,0.010546334716459198,0.0015560165975103733,0.1111111111111111
Facebook,POST00170,text,2024-01-08 02:00:00,45,7,4,2,2,20,5252,2196,10898,77227,35-44,UK,tablet,Holiday Promo,183.48,True,Seek tonight eight clear wife weight father.,"#career, #decide",False,94.7,56,0.025500910746812388,0.009107468123861567,0.0
Twitter,POST00171,text,2024-01-08 03:00:00,57,7,4,5,4,21,7248,5117,17537,80815,35-44,UK,tablet,Brand Awareness,228.66,False,Right three son control somebody lawyer.,"#phone, #record",False,119.7,68,0.013289036544850499,0.004103967168262654,0.0
LinkedIn,POST00172,image,2024-01-08 04:00:00,56,11,3,2,3,23,9817,7192,434,84468,25-34,UK,mobile,Holiday Promo,254.78,True,Concern really effect skin over choice and son.,"#reach, #smile",True,84.9,70,0.009733036707452725,0.0031979977753058956,0.043478260869565216
Facebook,POST00173,reel,2024-01-08 05:00:00,38,10,5,2,3,14,3984,14228,10578,62604,45-54,UK,mobile,Holiday Promo,61.23,True,Course police try base reveal democratic.,"#though, #statement",True,26.5,53,0.0037250491987630024,0.0009839752600506045,0.07142857142857142
Facebook,POST00174,text,2024-01-08 06:00:00,47,8,4,4,3,22,8976,6382,16098,48355,25-34,Nigeria,tablet,New Product Launch,201.81,True,Protect treat thousand current throw receive institution.,"#language, #study",False,46.9,59,0.009244750861798809,0.0034471952366029457,0.0
Instagram,POST00175,reel,2024-01-08 07:00:00,44,2,10,3,4,21,9012,14095,17406,15172,35-44,India,mobile,Brand Awareness,312.57,True,Bag network significant sport late.,"#history, #history",True,83.3,56,0.003973040085136573,0.001489890031926215,0.047619047619047616
LinkedIn,POST00176,reel,2024-01-08 08:00:00,46,12,8,1,2,22,7465,11466,8336,76354,25-34,India,desktop,New Product Launch,250.07,False,Body big Congress allow fact.,"#game, #southern",True,165.4,66,0.0057561486132914706,0.0019187162044304901,0.045454545454545456
LinkedIn,POST00177,image,2024-01-08 09:00:00,60,13,2,2,2,14,1903,10909,683,44144,55+,US,desktop,Summer Sale,420.71,False,Rather eat remain carry country girl south.,"#quickly, #us",False,12.3,75,0.006875057292144101,0.001283344027866899,0.0
Twitter,POST00178,text,2024-01-08 10:00:00,44,9,3,5,4,21,4914,12395,912,94133,25-34,UK,desktop,Holiday Promo,475.54,False,Full indicate series show.,"#remain, #black",True,18.8,56,0.004517950786607503,0.0016942315449778136,0.047619047619047616
